business_id,postal_code,business_lat,business_long,overall_business_stars,overall_review_count,isromantic,isintimate,istouristy,ishipster,isdivey,isclassy,istrendy,isupscale,iscasual,parking_garage,parking_street,parking_validated,parking_lot,parking_valet,alcohol,outdoorseating,restaurantstableservice,bikeparking,happyhour,byob,businessacceptscreditcards,restaurantscounterservice,hastv,restaurantspricerange2,restaurantsreservations,restaurantsdelivery,wifi,restaurantstakeout,n_photo,attribute_count,average_stars_2018,average_stars_2019,review_count_2018,review_count_2019,check_in_count_2018,check_in_count_2019,Total.population_2018,Total.population_2019,children_2018,children_2019,youth_2018,youth_2019,adults_2018,adults_2019,elders_2018,elders_2019,surrounding_children_2018,surrounding_youth_2018,surrounding_adults_2018,surrounding_elders_2018,surrounding_children_2019,surrounding_youth_2019,surrounding_adults_2019,surrounding_elders_2019,scaled_capped_business_proximity,landmarks_nearby,capped_Total.population_2018,scaled_capped_Total.population_2018,capped_Total.population_2019,scaled_capped_Total.population_2019,capped_children_2018,scaled_capped_children_2018,capped_children_2019,scaled_capped_children_2019,capped_youth_2018,scaled_capped_youth_2018,capped_youth_2019,scaled_capped_youth_2019,capped_adults_2018,scaled_capped_adults_2018,capped_adults_2019,scaled_capped_adults_2019,capped_elders_2018,scaled_capped_elders_2018,capped_elders_2019,scaled_capped_elders_2019,capped_surrounding_children_2018,scaled_capped_surrounding_children_2018,capped_surrounding_youth_2018,scaled_capped_surrounding_youth_2018,capped_surrounding_adults_2018,scaled_capped_surrounding_adults_2018,capped_surrounding_elders_2018,scaled_capped_surrounding_elders_2018,capped_surrounding_children_2019,scaled_capped_surrounding_children_2019,capped_surrounding_youth_2019,scaled_capped_surrounding_youth_2019,capped_surrounding_adults_2019,scaled_capped_surrounding_adults_2019,capped_surrounding_elders_2019,scaled_capped_surrounding_elders_2019
hJofmH7_OYwwCGeFVPBSvw,19103,39.954703,-75.1684962,4,27,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA,1,NA,1,2,0,0,0,1,0,7,NA,5,0,1,5,2,24219,24214,1290,1246,1926,1859,15772,15803,5231,5306,16174,32406,83217,17953,15565,31787,83400,18544,1.358402962011758,7,24219,-0.20895618143324565,24214,-0.24684571315031295,1290,-0.709689349112426,1246,-0.734062980030722,1926,-0.2696886446886447,1859,-0.15853658536585366,15772,-0.12594916849701915,15803,-0.15142447478336762,5231,0.28455988455988457,5306,0.29337365960956835,16174,-0.4904880066170389,32406,0.47026695931805423,83217,-0.506234224659822,17953,-0.3946841776110069,15565,-0.5164103491948616,31787,0.5206271544534639,83400,-0.5075197889182058,18544,-0.31067216981132073
hKAh9ngwQ4pLpn8KfP3G_g,19104,39.9535917,-75.1871746,3.5,133,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,1,1,1,1,NA,1,NA,1,2,1,1,0,1,7,16,2.7727,3,22,12,24,17,54311,53560,6698,6454,23800,23654,20000,19313,3813,4139,53009,61505,173694,42427,53652,60644,174777,43211,0.11979681663295856,17,54311,0.7563354077115545,53560,0.7249726794052389,6698,0.29031065088757396,6454,0.26593701996927804,23800,9.74587912087912,23654,9.0067283431455,20000,0.13937872607467838,19313,0.06738981360264322,3813,-0.12467532467532468,4139,-0.027495188342040143,53009,0.834178444276621,61505,1.9555918534020724,173694,1.2108249672632039,42427,1.1358974358974359,53652,0.861805681201375,60644,2.1250416990992993,174777,1.214624952883528,43211,1.14375
hkirr3WzSTx2d9cdP_NKSQ,19103,39.952706,-75.173477,4.5,592,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,NA,NA,0,NA,0,1,0,0,0,1,0,8,4.3421,4.5455,38,22,53,26,24219,24214,1290,1246,1926,1859,15772,15803,5231,5306,16174,32406,83217,17953,15565,31787,83400,18544,0.6789120594340353,9,24219,-0.20895618143324565,24214,-0.24684571315031295,1290,-0.709689349112426,1246,-0.734062980030722,1926,-0.2696886446886447,1859,-0.15853658536585366,15772,-0.12594916849701915,15803,-0.15142447478336762,5231,0.28455988455988457,5306,0.29337365960956835,16174,-0.4904880066170389,32406,0.47026695931805423,83217,-0.506234224659822,17953,-0.3946841776110069,15565,-0.5164103491948616,31787,0.5206271544534639,83400,-0.5075197889182058,18544,-0.31067216981132073
hL76rhaLE86ZJvZBuMeb6Q,19127,40.0256009,-75.2234981,4,276,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,NA,NA,1,NA,NA,1,NA,0,2,1,1,2,1,9,11,4.625,4,24,33,34,27,6082,5760,265,228,1430,1214,3972,3910,415,408,5649,5353,27210,6179,5297,4706,27313,6088,0.4399432526137558,6,6082,-0.7907551164431899,5760,-0.8579660231148789,265,-0.8992233727810651,228,-0.929531490015361,1430,-0.4967948717948718,1214,-0.42977291841883936,3972,-0.8664574835268277,3910,-0.892837104918646,415,-1.1053391053391053,408,-1.053340665383558,5649,-0.8689898227065127,5353,-0.9106222244908376,27210,-1.569126828990568,6179,-1.131019387116948,5297,-0.8879681563235028,4706,-0.9850439230512621,27313,-1.5645684131172257,6088,-1.0451061320754718
hljCyVrQuuYtMj2D1g5DDA,19115,40.085558,-75.0454938,4,102,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,NA,1,NA,NA,1,NA,1,2,1,1,2,1,1,13,3.9412,4,17,9,9,6,34479,35346,5984,5827,2586,3034,17779,18225,8130,8260,44713,23673,129662,42662,45006,22833,130180,43332,-0.39487459201947395,8,34479,0.12016423943029447,35346,0.12180017882571116,5984,0.15828402366863906,5827,0.1455453149001536,2586,0.03250915750915751,3034,0.3355761143818335,17779,0,18225,-4.363817717099931e-4,8130,1.121212121212121,8260,1.105581523233434,44713,0.5358363002121768,23673,0.024501046398856616,129662,0.375192150760063,42662,1.1505941213258286,45006,0.5489415596164284,22833,0.02279550761703547,130180,0.3741236336223144,43332,1.1508844339622641
HMFdn_aA3ASTKWqme7aMpQ,19122,39.9745975872,-75.1402150467,4.5,65,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,1,1,1,1,NA,1,NA,1,2,1,1,2,1,7,15,4.5769,4.7778,26,18,36,35,22187,21666,3542,3146,6994,6738,9616,9901,2035,1881,29485,29726,101618,19471,28846,28962,105036,19981,-0.03378535884033098,20,22187,-0.27413870533136586,21666,-0.331224956121469,3542,-0.2932692307692308,3146,-0.3692396313364055,6994,2.0508241758241756,6738,1.893187552565181,9616,-0.5122685911515532,9901,-0.5193566485879932,2035,-0.6378066378066378,1881,-0.6483365411053066,29485,-0.011795591038227785,29726,0.3334694502577714,101618,-0.15702275444556202,19471,-0.2997498436522827,28846,-0.035824136059345035,28962,0.36356054709218283,105036,-0.09975499434602338,19981,-0.2259433962264151
hMOo98ZQhKM8XvxshvmtNA,19102,39.952385,-75.16525,4,29,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,1,0,0,0,0,1,NA,0,2,0,1,0,1,2,7,4.5,4,16,7,7,5,4937,5147,116,163,826,849,3088,3249,907,886,17454,14728,109892,21802,17568,14220,112052,22245,0.6387900141657022,7,4937,-0.8274844421633413,5147,-0.8782660529191642,116,-0.9267751479289941,163,-0.9420122887864824,826,-0.7733516483516484,849,-0.5832632464255677,3088,-0.9219328522121117,3249,-0.9340440122186896,907,-0.9633477633477634,886,-0.921913665108606,17454,-0.4444564318337109,14728,-0.4320861620131693,109892,0,21802,-0.1539712320200125,17568,-0.44392979916772207,14220,-0.4560769487379073,112052,0.032472672446287223,22245,-0.09245283018867924
hnGqJ78Y4Ph9gyQmtqnhVg,19118,40.076895,-75.2063692,4,64,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,NA,NA,1,NA,0,2,0,1,0,1,0,12,4.1,3.75,10,8,7,7,10919,10884,1458,1309,1655,1600,5577,5469,2229,2506,11670,8138,44921,13890,11063,7544,44218,13895,-0.3950374280562523,14,10919,-0.635593764034131,10884,-0.6882802927443123,1458,-0.6786242603550295,1309,-0.7219662058371735,1655,-0.39377289377289376,1600,-0.2674516400336417,5577,-0.7657358016943834,5469,-0.7956486503335204,2229,-0.5818181818181818,2506,-0.4764916139675557,11670,-0.652461610385874,8138,-0.768465111530805,44921,-1.2330100772398611,13890,-0.6487804878048781,11063,-0.6793197032748326,7544,-0.8272545313021239,44218,-1.2459668300037694,13895,-0.5847877358490566
HngRiL6Z3DFTDnNsXZ0TQw,19147,39.930249,-75.163265,3.5,358,0,0,0,0,0,1,0,0,1,0,1,0,0,0,2,1,NA,1,NA,NA,1,NA,1,2,1,0,0,0,3,13,3.4286,4.3333,28,12,32,16,39060,38472,5468,5475,2515,2236,26832,26522,4245,4239,30187,17884,131221,28866,29876,17615,132276,28563,0.5916039211347415,18,39060,0.2671136203246295,38472,0.22532039606583434,5468,0.0628698224852071,5475,0.07795698924731183,2515,0,2236,0,26832,0.5681204894885472,26522,0.5168006982108347,4245,0,4239,0,30187,0.013449850757003633,17884,-0.27099178194068707,131221,0.40477862334655457,28866,0.28780487804878047,29876,0.0014474398407816175,17615,-0.2673190259090404,132276,0.4136260836788541,28563,0.2800707547169811
HNI6qvswn1KYybgJVqUWGg,19149,40.0415039,-75.0541217,4.5,130,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,NA,NA,1,NA,1,2,0,1,0,1,0,11,4.25,4.9333,12,15,18,15,59633,58055,13491,13291,8011,6979,32065,31665,6066,6120,67652,39284,161429,35335,68141,37520,161537,35821,-0.12726919679528628,9,59633,0.9270545967793674,58055,0.8738285260125178,13491,1.546412721893491,13291,1.5787250384024578,8011,2.5164835164835164,6979,1.994533221194281,32065,0.8965171007216818,31665,0.8374166199114769,6066,0.5255411255411255,6120,0.5171844927137751,67652,1.3607724673643327,39284,0.8213465366750038,161429,0.9780616021103372,35335,0.6923702313946216,68141,1.3861045775284964,37520,0.8393750694984988,161537,0.9650961176027139,35821,0.7080188679245283
hNlvlGJsTXLJxeJ4RPsaeA,19122,39.9763544,-75.1374359,4,98,1,NA,NA,NA,0,NA,NA,0,1,0,1,0,1,0,1,1,1,1,1,NA,1,NA,1,2,1,1,2,1,22,24,3.4828,3.72,29,25,70,29,22187,21666,3542,3146,6994,6738,9616,9901,2035,1881,29485,29726,101618,19471,28846,28962,105036,19981,-0.20474876606811937,22,22187,-0.27413870533136586,21666,-0.331224956121469,3542,-0.2932692307692308,3146,-0.3692396313364055,6994,2.0508241758241756,6738,1.893187552565181,9616,-0.5122685911515532,9901,-0.5193566485879932,2035,-0.6378066378066378,1881,-0.6483365411053066,29485,-0.011795591038227785,29726,0.3334694502577714,101618,-0.15702275444556202,19471,-0.2997498436522827,28846,-0.035824136059345035,28962,0.36356054709218283,105036,-0.09975499434602338,19981,-0.2259433962264151
hoYHhfn4w0mVjI60eHDHzA,19123,39.965637,-75.140681,4,194,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,0,0,0,1,NA,NA,1,NA,0,2,0,1,0,1,10,8,3.9545,3.1429,22,7,17,8,15681,17351,1783,2042,1450,1668,10546,11598,1902,2043,18588,24762,91287,17056,18829,24691,95592,17498,0.1853300667495709,18,15681,-0.4828382626547764,17351,-0.4741199456899692,1783,-0.6185281065088757,2042,-0.581221198156682,1450,-0.4876373626373626,1668,-0.23885618166526493,10546,-0.453906495136492,11598,-0.41356523907487064,1902,-0.6761904761904762,2043,-0.6037943359912016,18588,-0.40367533354910634,24762,0.08008779541626257,91287,-0.3530829521947887,17056,-0.45078173858661663,18829,-0.3982992581870816,24691,0.1260980762815523,95592,-0.27774217866566153,17498,-0.37234669811320753
hp6iyOf4yHAELQ_sjCD5Ew,19155,39.8745568189,-75.2437496274,3.5,108,NA,0,1,0,0,1,1,NA,1,NA,NA,NA,0,0,NA,0,1,NA,0,NA,1,NA,1,NA,0,0,2,1,1,11,3.4792,3.6585,48,41,25,21,34253,35098,6478,6988,3311,2974,19047,19591,5417,5545,0,0,0,0,0,0,0,0,-0.23902316672982837,0,34253,0.11291460832745237,35098,0.11358744246117164,6478,0.2496301775147929,6988,0.3684715821812596,3311,0.36446886446886445,2974,0.3103448275862069,19047,0.07957326639472859,19591,0.0847204039648401,5417,0.33823953823953823,5545,0.35908715974704425,0,-1.0721401086057467,0,-1.1838599356847532,0,-2.085514204922855,0,-1.5174484052532833,0,-1.0796453772390084,0,-1.2466918714555766,0,-2.079325292122126,0,-1.404068396226415
HPqTJ_yF2ZJw87yHWnSzSg,19106,39.9471427567,-75.1445095605,4,841,0,0,1,0,0,1,0,0,0,1,1,0,0,0,2,1,NA,1,0,NA,1,NA,0,2,1,NA,0,NA,41,14,3.5943,3.8133,106,75,153,85,12375,12592,763,776,761,657,8671,8853,2180,2306,8741,6883,55346,9842,9233,6744,56818,10146,0.33935463321220183,24,12375,-0.5888881760441393,12592,-0.6317183826207902,763,-0.807137573964497,776,-0.8243087557603687,761,-0.8031135531135531,657,-0.6640033641715728,8671,-0.5715720112958895,8853,-0.5846892338382894,2180,-0.5959595959595959,2306,-0.5314819906516359,8741,-0.7577947998705362,6883,-0.8325251390944821,55346,-1.0351659613231359,9842,-0.9019387116948092,9233,-0.7455400759905917,6744,-0.871733570554876,56818,-1.0084998115341124,10146,-0.8058372641509434
hQ0LlCrkRdS12ZqhebKXzQ,19148,39.9192063,-75.148602127,4.5,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,1,NA,NA,0,NA,NA,1,NA,NA,0,1,0,2,5,5,4,2,5,4,52594,52259,9257,9472,4110,4141,31531,31193,7696,7453,28581,14140,110165,24264,27997,13926,110329,23813,-0.12805300486165877,7,52594,0.7012574581381921,52259,0.681888929363844,9257,0.7634985207100592,9472,0.8454301075268817,4110,0.7303113553113553,4141,0.8010933557611438,31531,0.8630059617194854,31193,0.807992020447603,7696,0.9959595959595959,7453,0.8836953533131702,28581,-0.04430539072895314,14140,-0.46209994385176867,110165,0.005180953826884026,24264,0,27997,-0.06654604667993487,13926,-0.47242299566329365,110329,0,23813,0
hQm7205omFcZQt7wu8vLQQ,19137,39.997282,-75.092765,3,41,0,0,0,0,0,0,0,0,1,0,NA,0,NA,0,0,0,1,0,NA,0,1,NA,1,1,0,1,0,1,2,13,2.7143,1.8333,7,6,18,9,8482,8347,1831,1757,708,746,4965,4687,978,1157,44793,24346,90376,14743,45963,23374,91042,15786,-0.3978445617422882,3,8482,-0.7137678834926542,8347,-0.7722952611186542,1831,-0.6096523668639053,1757,-0.6359447004608295,708,-0.8273809523809523,746,-0.6265769554247267,4965,-0.8041418261688108,4687,-0.8443987282588368,978,-0.9428571428571428,1157,-0.8474017047016772,44793,0.5387132736361347,24346,0.05885355520392017,90376,-0.3703717761372478,14743,-0.5954346466541588,45963,0.5835715578071287,23374,0.052874457911709104,91042,-0.3634941575574821,15786,-0.47329009433962266
hQY2yKi9OUGLgVApsK4h1Q,19145,39.9209373,-75.1731796,4,82,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,NA,1,NA,NA,0,NA,1,1,0,1,0,1,1,9,4.2,3.7,5,10,10,7,46623,46052,8470,7671,3953,4237,26570,26728,7630,7416,42806,25118,152321,35342,43200,24411,151341,34749,0.3729964499223715,13,46623,0.5097196381600051,46052,0.4763387091432924,8470,0.6179733727810651,7671,0.49961597542242703,3953,0.6584249084249084,4237,0.8414634146341463,26570,0.5516786946972074,26728,0.5296427903497288,7630,0.976911976911977,7416,0.8735221336266153,42806,0.46725644621857804,25118,0.0982594048287479,152321,0.8052113183914372,35342,0.692808005003127,43200,0.48358965080513844,24411,0.11053041254308907,151341,0.772936298529966,34749,0.644811320754717
HQYCwGVhgp2sahAATJbnFA,19148,39.9217799,-75.1465813,3.5,39,0,0,NA,NA,NA,NA,NA,0,1,0,0,0,1,0,NA,0,NA,NA,NA,NA,1,NA,1,2,0,1,0,1,3,8,4.0909,3.7143,11,7,6,6,52594,52259,9257,9472,4110,4141,31531,31193,7696,7453,28581,14140,110165,24264,27997,13926,110329,23813,0.1674007473550283,11,52594,0.7012574581381921,52259,0.681888929363844,9257,0.7634985207100592,9472,0.8454301075268817,4110,0.7303113553113553,4141,0.8010933557611438,31531,0.8630059617194854,31193,0.807992020447603,7696,0.9959595959595959,7453,0.8836953533131702,28581,-0.04430539072895314,14140,-0.46209994385176867,110165,0.005180953826884026,24264,0,27997,-0.06654604667993487,13926,-0.47242299566329365,110329,0,23813,0
hr5dfDGnO5GuIHKcLi4PPg,19107,39.9538477979,-75.1573729914,3.5,48,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,1,0,1,0,1,NA,1,2,1,0,2,0,13,10,3.2,3.4615,10,13,19,17,13696,14526,727,940,2157,2183,9297,9845,1515,1558,11541,10001,77559,14058,11719,9706,79216,14540,1.0073599221388772,15,13696,-0.5465131199076153,14526,-0.5676722853263569,727,-0.8137943786982249,940,-0.7928187403993856,2157,-0.16391941391941392,2183,-0.022287636669470142,9297,-0.5322874176341387,9845,-0.5228477027616732,1515,-0.7878787878787878,1558,-0.7371459994500962,11541,-0.6571007300320063,10001,-0.6733704251952427,77559,-0.6136109160609569,14058,-0.6382739212007504,11719,-0.6555816898860141,9706,-0.7070499277215612,79216,-0.5863739163211459,14540,-0.5467570754716982
Hr6aM0s-woIJaW6DJSbvNQ,19107,39.948896,-75.1611319,3.5,573,0,0,0,0,0,NA,NA,0,1,0,1,0,0,0,2,1,1,1,1,NA,1,NA,1,2,1,1,0,1,45,22,3.1029,3.6056,68,71,82,73,13696,14526,727,940,2157,2183,9297,9845,1515,1558,11541,10001,77559,14058,11719,9706,79216,14540,1.0016548827166742,19,13696,-0.5465131199076153,14526,-0.5676722853263569,727,-0.8137943786982249,940,-0.7928187403993856,2157,-0.16391941391941392,2183,-0.022287636669470142,9297,-0.5322874176341387,9845,-0.5228477027616732,1515,-0.7878787878787878,1558,-0.7371459994500962,11541,-0.6571007300320063,10001,-0.6733704251952427,77559,-0.6136109160609569,14058,-0.6382739212007504,11719,-0.6555816898860141,9706,-0.7070499277215612,79216,-0.5863739163211459,14540,-0.5467570754716982
hrxuwAwj7TIgAgo6TkPEMQ,19107,39.947449137,-75.1593495905,3.5,42,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NA,1,NA,NA,1,NA,1,2,0,0,2,1,1,10,3.3333,3.5,6,4,31,62,13696,14526,727,940,2157,2183,9297,9845,1515,1558,11541,10001,77559,14058,11719,9706,79216,14540,1.2274136060276242,22,13696,-0.5465131199076153,14526,-0.5676722853263569,727,-0.8137943786982249,940,-0.7928187403993856,2157,-0.16391941391941392,2183,-0.022287636669470142,9297,-0.5322874176341387,9845,-0.5228477027616732,1515,-0.7878787878787878,1558,-0.7371459994500962,11541,-0.6571007300320063,10001,-0.6733704251952427,77559,-0.6136109160609569,14058,-0.6382739212007504,11719,-0.6555816898860141,9706,-0.7070499277215612,79216,-0.5863739163211459,14540,-0.5467570754716982
HS5CfzQ_gOJHgqwtv9rvNQ,19102,39.9502786,-75.1669645,3,317,0,0,0,0,0,1,0,0,1,NA,1,0,0,0,2,0,NA,1,1,NA,1,NA,1,2,1,1,0,1,4,11,2.7222,3.6316,18,19,36,25,4937,5147,116,163,826,849,3088,3249,907,886,17454,14728,109892,21802,17568,14220,112052,22245,3.1086966566358427,8,4937,-0.8274844421633413,5147,-0.8782660529191642,116,-0.9267751479289941,163,-0.9420122887864824,826,-0.7733516483516484,849,-0.5832632464255677,3088,-0.9219328522121117,3249,-0.9340440122186896,907,-0.9633477633477634,886,-0.921913665108606,17454,-0.4444564318337109,14728,-0.4320861620131693,109892,0,21802,-0.1539712320200125,17568,-0.44392979916772207,14220,-0.4560769487379073,112052,0.032472672446287223,22245,-0.09245283018867924
hSbwd-VP4THYYvSKQQr6Ow,19147,39.9373453,-75.1581179,4,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,0,NA,NA,0,NA,1,1,0,0,0,1,2,5,4.3333,3.5,3,4,11,4,39060,38472,5468,5475,2515,2236,26832,26522,4245,4239,30187,17884,131221,28866,29876,17615,132276,28563,1.4905788618091689,25,39060,0.2671136203246295,38472,0.22532039606583434,5468,0.0628698224852071,5475,0.07795698924731183,2515,0,2236,0,26832,0.5681204894885472,26522,0.5168006982108347,4245,0,4239,0,30187,0.013449850757003633,17884,-0.27099178194068707,131221,0.40477862334655457,28866,0.28780487804878047,29876,0.0014474398407816175,17615,-0.2673190259090404,132276,0.4136260836788541,28563,0.2800707547169811
_hsEJv3KtH5Vwp2b14wCAQ,19107,39.9560366,-75.1591747,3,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,NA,1,1,NA,1,NA,1,2,1,0,2,1,0,10,3.6667,1,3,1,2,1,13696,14526,727,940,2157,2183,9297,9845,1515,1558,11541,10001,77559,14058,11719,9706,79216,14540,0.8609923359528231,10,13696,-0.5465131199076153,14526,-0.5676722853263569,727,-0.8137943786982249,940,-0.7928187403993856,2157,-0.16391941391941392,2183,-0.022287636669470142,9297,-0.5322874176341387,9845,-0.5228477027616732,1515,-0.7878787878787878,1558,-0.7371459994500962,11541,-0.6571007300320063,10001,-0.6733704251952427,77559,-0.6136109160609569,14058,-0.6382739212007504,11719,-0.6555816898860141,9706,-0.7070499277215612,79216,-0.5863739163211459,14540,-0.5467570754716982
-hsR1sWeD9Vw_nh5Qym2fg,19129,40.00737,-75.191347,3.5,261,0,0,0,NA,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,NA,1,NA,0,2,0,1,2,1,1,15,3.44,3.3714,25,35,16,24,10640,11275,1568,1618,1273,1312,6517,6957,1282,1388,41240,30013,118161,30926,39638,28391,120199,32442,-0.348513635548165,1,10640,-0.6445435298646308,11275,-0.6753319866211875,1568,-0.658284023668639,1618,-0.6626344086021505,1273,-0.5686813186813187,1312,-0.38856181665264927,6517,-0.7067461562598054,6957,-0.7028863537185961,1282,-0.8551226551226552,1388,-0.7838878196315645,41240,0.4109396914446003,30013,0.3481190342504211,118161,0.1569278651813334,30926,0.416635397123202,39638,0.3546951329835354,28391,0.33181363282553095,120199,0.18601583113456466,32442,0.5087853773584906
hsslqZAVtu093rkguSpltA,19123,39.965141,-75.135429,3.5,273,NA,NA,0,NA,0,NA,1,0,1,0,0,0,1,0,2,1,1,1,1,NA,1,NA,1,2,0,0,0,0,10,17,3.6136,3.75,88,60,560,312,15681,17351,1783,2042,1450,1668,10546,11598,1902,2043,18588,24762,91287,17056,18829,24691,95592,17498,0.26607934776242015,15,15681,-0.4828382626547764,17351,-0.4741199456899692,1783,-0.6185281065088757,2042,-0.581221198156682,1450,-0.4876373626373626,1668,-0.23885618166526493,10546,-0.453906495136492,11598,-0.41356523907487064,1902,-0.6761904761904762,2043,-0.6037943359912016,18588,-0.40367533354910634,24762,0.08008779541626257,91287,-0.3530829521947887,17056,-0.45078173858661663,18829,-0.3982992581870816,24691,0.1260980762815523,95592,-0.27774217866566153,17498,-0.37234669811320753
HSXvx9ajd9cGDzYIScmrig,19144,40.0381549,-75.1769466,3.5,27,NA,0,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,NA,0,NA,NA,1,NA,1,2,0,1,0,1,0,7,3.6,3.75,5,4,1,2,42556,43884,7449,7429,5794,6402,23118,23828,6195,6225,43456,32898,127616,35776,42599,31546,129350,36733,-0.311650120770584,6,42556,0.3792583563225765,43884,0.4045434976984469,7449,0.4291789940828402,7429,0.45314900153609833,5794,1.5013736263736264,6402,1.751892346509672,23118,0.33504863508001254,23828,0.3488560563555888,6195,0.5627705627705628,6225,0.5460544404729173,43456,0.4906318552882368,32898,0.49538053187688225,127616,0.3363634638377014,35776,0.7199499687304566,42599,0.4618418671973946,31546,0.5072278438785722,129350,0.35848096494534487,36733,0.7617924528301887
hT9weRMZuJjl6Ca1EskmNA,19103,39.9563482,-75.1747505,3.5,228,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,NA,1,1,NA,1,NA,1,1,0,1,0,1,1,14,2.7692,3.5938,26,32,41,25,24219,24214,1290,1246,1926,1859,15772,15803,5231,5306,16174,32406,83217,17953,15565,31787,83400,18544,0.2879681334600478,10,24219,-0.20895618143324565,24214,-0.24684571315031295,1290,-0.709689349112426,1246,-0.734062980030722,1926,-0.2696886446886447,1859,-0.15853658536585366,15772,-0.12594916849701915,15803,-0.15142447478336762,5231,0.28455988455988457,5306,0.29337365960956835,16174,-0.4904880066170389,32406,0.47026695931805423,83217,-0.506234224659822,17953,-0.3946841776110069,15565,-0.5164103491948616,31787,0.5206271544534639,83400,-0.5075197889182058,18544,-0.31067216981132073
htO_nlxkEsYHzDrtbiUxew,19103,39.9506099,-75.172368,4,614,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,NA,0,NA,1,NA,NA,1,NA,NA,1,NA,1,0,1,8,5,4.1522,3.8846,46,26,149,95,24219,24214,1290,1246,1926,1859,15772,15803,5231,5306,16174,32406,83217,17953,15565,31787,83400,18544,1.9983859304081288,10,24219,-0.20895618143324565,24214,-0.24684571315031295,1290,-0.709689349112426,1246,-0.734062980030722,1926,-0.2696886446886447,1859,-0.15853658536585366,15772,-0.12594916849701915,15803,-0.15142447478336762,5231,0.28455988455988457,5306,0.29337365960956835,16174,-0.4904880066170389,32406,0.47026695931805423,83217,-0.506234224659822,17953,-0.3946841776110069,15565,-0.5164103491948616,31787,0.5206271544534639,83400,-0.5075197889182058,18544,-0.31067216981132073
HTqXI5S2XcSlh_ylx9sE6g,19107,39.9530477103,-75.1590135265,4,263,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,NA,NA,NA,1,NA,NA,1,NA,NA,2,NA,1,NA,1,10,7,4.1379,4.2333,29,30,46,33,13696,14526,727,940,2157,2183,9297,9845,1515,1558,11541,10001,77559,14058,11719,9706,79216,14540,3.613625783322075,15,13696,-0.5465131199076153,14526,-0.5676722853263569,727,-0.8137943786982249,940,-0.7928187403993856,2157,-0.16391941391941392,2183,-0.022287636669470142,9297,-0.5322874176341387,9845,-0.5228477027616732,1515,-0.7878787878787878,1558,-0.7371459994500962,11541,-0.6571007300320063,10001,-0.6733704251952427,77559,-0.6136109160609569,14058,-0.6382739212007504,11719,-0.6555816898860141,9706,-0.7070499277215612,79216,-0.5863739163211459,14540,-0.5467570754716982
hukc2ci6jkqzqADNqqq-eQ,19148,39.9262649,-75.1659695,4.5,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1,4,4.6667,5,3,1,4,1,52594,52259,9257,9472,4110,4141,31531,31193,7696,7453,28581,14140,110165,24264,27997,13926,110329,23813,0.17761294220756443,12,52594,0.7012574581381921,52259,0.681888929363844,9257,0.7634985207100592,9472,0.8454301075268817,4110,0.7303113553113553,4141,0.8010933557611438,31531,0.8630059617194854,31193,0.807992020447603,7696,0.9959595959595959,7453,0.8836953533131702,28581,-0.04430539072895314,14140,-0.46209994385176867,110165,0.005180953826884026,24264,0,27997,-0.06654604667993487,13926,-0.47242299566329365,110329,0,23813,0
